year,Value,Units,variable_code
2014,"3,Dollars (millions),H25
2014,881,Dollars (millions),H26
2014,247,Dollars (millions),H27
2014,122,Dollars (millions),H28
2014,453,Dollars (millions),H29
2014,"4,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,873,Dollars (millions),H33
2014,"510,Dollars,H34
2014,"31,Dollars,H35
2014,121,Percentage,H36
2014,68,Percentage,H37
2014,55,Percentage,H39
2014,12,Percentage,H40
2014,22,Percentage,H41
2014,"5,Dollars (millions),H01
2014,"5,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"5,Dollars (millions),H08
2014,39,Dollars (millions),H09
2014,10,Dollars (millions),H10
2014,33,Dollars (millions),H11
2014,680,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,"4,Dollars (millions),H19
2014,18,Dollars (millions),H20
2014,480,Dollars (millions),H21
2014,506,Dollars (millions),H22
2014,281,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"1,Dollars (millions),H25
2014,438,Dollars (millions),H26
2014,122,Dollars (millions),H27
2014,44,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"1,Dollars (millions),H32
2014,445,Dollars (millions),H33
2014,"630,Dollars,H34
2014,"30,Dollars,H35
2014,112,Percentage,H36
2014,81,Percentage,H37
2014,21,Percentage,H39
2014,8,Percentage,H40
2014,39,Percentage,H41
2014,"9,Dollars (millions),H01
2014,"9,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,19,Dollars (millions),H07
2014,"9,Dollars (millions),H08
2014,65,Dollars (millions),H09
2014,47,Dollars (millions),H10
2014,236,Dollars (millions),H11
2014,"2,Dollars (millions),H12
2014,3,Dollars (millions),H13
2014,"6,Dollars (millions),H19
2014,29,Dollars (millions),H20
2014,167,Dollars (millions),H21
2014,162,Dollars (millions),H22
2014,486,Dollars (millions),H23
2014,"5,Dollars (millions),H24
2014,"2,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,420,Dollars (millions),H27
2014,83,Dollars (millions),H28
2014,732,Dollars (millions),H29
2014,"5,Dollars (millions),H30
2014,"2,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,779,Dollars (millions),H33
2014,"318,Dollars,H34
2014,"15,Dollars,H35
2014,140,Percentage,H36
2014,132,Percentage,H37
2014,21,Percentage,H39
2014,9,Percentage,H40
2014,44,Percentage,H41
2014,"9,Dollars (millions),H01
2014,"9,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,19,Dollars (millions),H07
2014,"9,Dollars (millions),H08
2014,65,Dollars (millions),H09
2014,47,Dollars (millions),H10
2014,236,Dollars (millions),H11
2014,"2,Dollars (millions),H12
2014,3,Dollars (millions),H13
2014,"6,Dollars (millions),H19
2014,29,Dollars (millions),H20
2014,167,Dollars (millions),H21
2014,162,Dollars (millions),H22
2014,486,Dollars (millions),H23
2014,"5,Dollars (millions),H24
2014,"2,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,420,Dollars (millions),H27
2014,83,Dollars (millions),H28
2014,732,Dollars (millions),H29
2014,"5,Dollars (millions),H30
2014,"2,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,779,Dollars (millions),H33
2014,"318,Dollars,H34
2014,"15,Dollars,H35
2014,140,Percentage,H36
2014,132,Percentage,H37
2014,21,Percentage,H39
2014,9,Percentage,H40
2014,44,Percentage,H41
2014,"16,Dollars (millions),H01
2014,"16,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,134,Dollars (millions),H07
2014,"15,Dollars (millions),H08
2014,254,Dollars (millions),H09
2014,105,Dollars (millions),H10
2014,395,Dollars (millions),H11
2014,"4,Dollars (millions),H12
2014,7,Dollars (millions),H13
2014,"10,Dollars (millions),H19
2014,200,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,"1,Dollars (millions),H23
2014,"11,Dollars (millions),H24
2014,"6,Dollars (millions),H25
2014,"3,Dollars (millions),H26
2014,953,Dollars (millions),H27
2014,372,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"11,Dollars (millions),H30
2014,"3,Dollars (millions),H31
2014,"5,Dollars (millions),H32
2014,"3,Dollars (millions),H33
2014,"229,Dollars,H34
2014,"20,Dollars,H35
2014,115,Percentage,H36
2014,83,Percentage,H37
2014,45,Percentage,H39
2014,12,Percentage,H40
2014,28,Percentage,H41
2014,"16,Dollars (millions),H01
2014,"16,Dollars (millions),H04
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,134,Dollars (millions),H07
2014,"15,Dollars (millions),H08
2014,254,Dollars (millions),H09
2014,105,Dollars (millions),H10
2014,395,Dollars (millions),H11
2014,"4,Dollars (millions),H12
2014,7,Dollars (millions),H13
2014,"10,Dollars (millions),H19
2014,200,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,"1,Dollars (millions),H23
2014,"11,Dollars (millions),H24
2014,"6,Dollars (millions),H25
2014,"3,Dollars (millions),H26
2014,953,Dollars (millions),H27
2014,372,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"11,Dollars (millions),H30
2014,"3,Dollars (millions),H31
2014,"5,Dollars (millions),H32
2014,"3,Dollars (millions),H33
2014,"229,Dollars,H34
2014,"20,Dollars,H35
2014,115,Percentage,H36
2014,83,Percentage,H37
2014,45,Percentage,H39
2014,12,Percentage,H40
2014,28,Percentage,H41
2014,"88,Dollars (millions),H01
2014,"79,Dollars (millions),H02
2014,"8,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,431,Dollars (millions),H07
2014,"84,Dollars (millions),H08
2014,490,Dollars (millions),H09
2014,304,Dollars (millions),H10
2014,660,Dollars (millions),H11
2014,"6,Dollars (millions),H12
2014,31,Dollars (millions),H13
2014,"64,Dollars (millions),H17
2014,"12,Dollars (millions),H18
2014,557,Dollars (millions),H20
2014,"9,Dollars (millions),H21
2014,"10,Dollars (millions),H22
2014,"3,Dollars (millions),H23
2014,"40,Dollars (millions),H24
2014,"29,Dollars (millions),H25
2014,"4,Dollars (millions),H26
2014,"1,Dollars (millions),H27
2014,517,Dollars (millions),H28
2014,"7,Dollars (millions),H29
2014,"40,Dollars (millions),H30
2014,"15,Dollars (millions),H31
2014,"19,Dollars (millions),H32
2014,"5,Dollars (millions),H33
2014,"866,Dollars,H34
2014,"34,Dollars,H35
2014,148,Percentage,H36
2014,97,Percentage,H37
2014,19,Percentage,H38
2014,24,Percentage,H39
2014,9,Percentage,H40
2014,37,Percentage,H41
2014,"19,Dollars (millions),H01
2014,"17,Dollars (millions),H02
2014,"1,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"18,Dollars (millions),H08
2014,89,Dollars (millions),H09
2014,45,Dollars (millions),H10
2014,146,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,4,Dollars (millions),H13
2014,"14,Dollars (millions),H17
2014,"3,Dollars (millions),H18
2014,83,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,651,Dollars (millions),H23
2014,"8,Dollars (millions),H24
2014,"5,Dollars (millions),H25
2014,"1,Dollars (millions),H26
2014,295,Dollars (millions),H27
2014,110,Dollars (millions),H28
2014,"1,Dollars (millions),H29
2014,"8,Dollars (millions),H30
2014,"3,Dollars (millions),H31
2014,"3,Dollars (millions),H32
2014,"1,Dollars (millions),H33
2014,"1,Dollars,H34
2014,"35,Dollars,H35
2014,162,Percentage,H36
2014,108,Percentage,H37
2014,18,Percentage,H38
2014,20,Percentage,H39
2014,8,Percentage,H40
2014,39,Percentage,H41
2014,"17,Dollars (millions),H01
2014,"15,Dollars (millions),H02
2014,"2,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,113,Dollars (millions),H07
2014,"16,Dollars (millions),H08
2014,146,Dollars (millions),H09
2014,51,Dollars (millions),H10
2014,189,Dollars (millions),H11
2014,"2,Dollars (millions),H12
2014,9,Dollars (millions),H13
2014,"11,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,151,Dollars (millions),H20
2014,"2,Dollars (millions),H21
2014,"2,Dollars (millions),H22
2014,862,Dollars (millions),H23
2014,"10,Dollars (millions),H24
2014,"7,Dollars (millions),H25
2014,921,Dollars (millions),H26
2014,364,Dollars (millions),H27
2014,129,Dollars (millions),H28
2014,"2,Dollars (millions),H29
2014,"10,Dollars (millions),H30
2014,"3,Dollars (millions),H31
2014,"5,Dollars (millions),H32
2014,"1,Dollars (millions),H33
2014,"567,Dollars,H34
2014,"27,Dollars,H35
2014,143,Percentage,H36
2014,94,Percentage,H37
2014,23,Percentage,H38
2014,22,Percentage,H39
2014,8,Percentage,H40
2014,36,Percentage,H41
2014,"7,Dollars (millions),H01
2014,"7,Dollars (millions),H02
2014,329,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,25,Dollars (millions),H07
2014,"7,Dollars (millions),H08
2014,46,Dollars (millions),H09
2014,18,Dollars (millions),H10
2014,34,Dollars (millions),H11
2014,427,Dollars (millions),H12
2014,1,Dollars (millions),H13
2014,"5,Dollars (millions),H17
2014,784,Dollars (millions),H18
2014,63,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,379,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"3,Dollars (millions),H25
2014,290,Dollars (millions),H26
2014,77,Dollars (millions),H27
2014,31,Dollars (millions),H28
2014,327,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,385,Dollars (millions),H33
2014,"1,Dollars,H34
2014,"55,Dollars,H35
2014,152,Percentage,H36
2014,75,Percentage,H37
2014,16,Percentage,H38
2014,28,Percentage,H39
2014,10,Percentage,H40
2014,35,Percentage,H41
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014, dividends and donations", Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014, grants and subsidies", Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial performance, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial position, Liquor and Tobacco Product Wholesaling",Dollars (millions)
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Dollars
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Dollars
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,Financial ratios, Liquor and Tobacco Product Wholesaling",Percentage
2014,"13,Dollars (millions),H01
2014,"12,Dollars (millions),H02
2014,864,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,C,Dollars (millions),H07
2014,"12,Dollars (millions),H08
2014,101,Dollars (millions),H09
2014,39,Dollars (millions),H10
2014,135,Dollars (millions),H11
2014,"1,Dollars (millions),H12
2014,8,Dollars (millions),H13
2014,"8,Dollars (millions),H17
2014,"2,Dollars (millions),H18
2014,156,Dollars (millions),H20
2014,"2,Dollars (millions),H21
2014,"2,Dollars (millions),H22
2014,869,Dollars (millions),H23
2014,"8,Dollars (millions),H24
2014,"6,Dollars (millions),H25
2014,C,Dollars (millions),H26
2014,211,Dollars (millions),H27
2014,173,Dollars (millions),H28
2014,C,Dollars (millions),H29
2014,"8,Dollars (millions),H30
2014,"3,Dollars (millions),H31
2014,"3,Dollars (millions),H32
2014,"1,Dollars (millions),H33
2014,"603,Dollars,H34
2014,"38,Dollars,H35
2014,164,Percentage,H36
2014,110,Percentage,H37
2014,31,Percentage,H38
2014,26,Percentage,H39
2014,10,Percentage,H40
2014,39,Percentage,H41
2014,706,Dollars (millions),H01
2014,84,Dollars (millions),H02
2014,607,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,6,Dollars (millions),H07
2014,505,Dollars (millions),H08
2014,9,Dollars (millions),H09
2014,4,Dollars (millions),H10
2014,23,Dollars (millions),H11
2014,161,Dollars (millions),H12
2014,0,Dollars (millions),H13
2014,79,Dollars (millions),H17
2014,222,Dollars (millions),H18
2014,7,Dollars (millions),H20
2014,40,Dollars (millions),H21
2014,45,Dollars (millions),H22
2014,206,Dollars (millions),H23
2014,"1,Dollars (millions),H24
2014,461,Dollars (millions),H25
2014,C,Dollars (millions),H26
2014,32,Dollars (millions),H27
2014,11,Dollars (millions),H28
2014,C,Dollars (millions),H29
2014,"1,Dollars (millions),H30
2014,845,Dollars (millions),H31
2014,349,Dollars (millions),H32
2014,282,Dollars (millions),H33
2014,"260,Dollars,H34
2014,"75,Dollars,H35
2014,132,Percentage,H36
2014,119,Percentage,H37
2014,6,Percentage,H38
2014,24,Percentage,H39
2014,14,Percentage,H40
2014,57,Percentage,H41
2014,"71,Dollars (millions),H01
2014,"60,Dollars (millions),H02
2014,"10,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,200,Dollars (millions),H07
2014,"69,Dollars (millions),H08
2014,576,Dollars (millions),H09
2014,263,Dollars (millions),H10
2014,"1,Dollars (millions),H11
2014,"9,Dollars (millions),H12
2014,8,Dollars (millions),H13
2014,"45,Dollars (millions),H17
2014,"12,Dollars (millions),H18
2014,286,Dollars (millions),H20
2014,"6,Dollars (millions),H21
2014,"6,Dollars (millions),H22
2014,"2,Dollars (millions),H23
2014,"34,Dollars (millions),H24
2014,"15,Dollars (millions),H25
2014,"12,Dollars (millions),H26
2014,"2,Dollars (millions),H27
2014,"1,Dollars (millions),H28
2014,"7,Dollars (millions),H29
2014,"34,Dollars (millions),H30
2014,"11,Dollars (millions),H31
2014,"14,Dollars (millions),H32
2014,"8,Dollars (millions),H33
2014,"220,Dollars,H34
2014,"8,Dollars,H35
2014,103,Percentage,H36
2014,56,Percentage,H37
2014,26,Percentage,H38
2014,24,Percentage,H39
2014,8,Percentage,H40
2014,33,Percentage,H41
2014,"15,Dollars (millions),H01
2014,"14,Dollars (millions),H02
2014,423,Dollars (millions),H03
2014,Financial performance,Dollars (millions),H05
2014,Financial performance,Dollars (millions),H06
2014,9,Dollars (millions),H07
2014,"15,Dollars (millions),H08
2014,81,Dollars (millions),H09
2014,33,Dollars (millions),H10
2014,70,Dollars (millions),H11
2014,987,Dollars (millions),H12
2014,3,Dollars (millions),H13
2014,"13,Dollars (millions),H17
2014,879,Dollars (millions),H18
2014,10,Dollars (millions),H20
2014,"1,Dollars (millions),H21
2014,"1,Dollars (millions),H22
2014,320,Dollars (millions),H23
2014,"3,Dollars (millions),H24
2014,"2,Dollars (millions),H25
2014,628,Dollars (millions),H26
2014,181,Dollars (millions),H27
2014,81,Dollars (millions),H28
2014,406,Dollars (millions),H29
2014,"3,Dollars (millions),H30
2014,"1,Dollars (millions),H31
2014,"2,Dollars (millions),H32
2014,748,Dollars (millions),H33
